ID,예민함정도,의견수용,말수,시간약속,리더십,체력,청결민감도,여행일정강도,국내or해외,산or바다,계획or즉흥,랜드마크,코골이,웨이팅,여행희망지역,싫어하는기후,여행목적,숙소유형,기상시간,여행예산,Summary,Profile,Rec_People,Rec_Travel
849,보통,보통,보통,보통,보통,2,꽤 민감,꽤 여유있게,국내,바다,즉흥 여행,적당히 봄,코골이 함,다른 곳 간다,"세계일주,미국,일본","더움,건조함,쌀쌀함","액티비티,기록,도전과성장","게스트하우스,에어비엔비,3성이하 호텔",오전 8-9시,100만원 이하,"저는 여행 중에 무더운 날씨나 쌀쌀한 기후가 불편함을 줄 수 있어 이를 피하고자 합니다. 여행 시 편안한 숙박 환경인 에어비앤비가 꼭 필요하며, 아침 8-9시쯤 적당히 여유로운 일정으로 시작하는 것을 선호합니다. 함께 여행하고 싶은 사람은 청결을 중요하게 여기고 즉흥적인 계획에서도 유연하게 대처할 수 있는 사람입니다. 이번 여행에서는 새로운 기록을 남기고 언제나 도전과 성장을 경험할 수 있는 액티비티를 가장 기대하고 있습니다. 이를 통해 일상에서 벗어나 자신에게 의미 있는 성장을 이루고 싶습니다.","이 사용자는 일본 지역을 선호하고, 더움 기후를 피하고 싶어해요. 여행 목적은 기록이며, 에어비엔비에서 머무는 걸 좋아하고 오전 8-9시쯤 기상하는 편이에요.",,
850,매우 둔감,매우 수용적,보통,종종 늦음,리드하는편,5,보통,보통,국내,바다,즉흥 여행,적당히 봄,코골이 안함,다른 곳 간다,"유럽,중국&몽골,국내","상관없음,습함,건조함","공연&경기관람,쇼핑,문화&역사체험","상관없음,에어비엔비,콘도",오전 9-10시,300-400만원,"여행 중 가장 힘들었던 경험은 계획대로 되지 않아 일정이 지연된 경우로, 적당히 둔감한 편인 저로서는 큰 문제가 아니지만 시간을 맞추지 못하는 상황에서는 스트레스를 받기도 했어요. 이번 여행에서는 공연이나 경기를 꼭 보면서 문화를 직접 체험하는 기회를 놓치고 싶지 않아요. 여행 동반자는 의견이 잘 맞고 예민하지 않은 사람이면 좋겠고, 서로 즉흥적인 계획에도 잘 적응할 수 있으면 최상이겠죠. 이번 여행에서 문화와 역사를 깊이 있게 체험하면서 새로운 시각을 얻고 싶습니다. 제 삶에 이번 여행은 일상에서 벗어나 다양한 문화에 대한 이해를 넓히는 계기가 되기를 바라고 있어요.","이 사용자는 유럽 지역을 선호하고, 습함 기후를 피하고 싶어해요. 여행 목적은 문화&역사체험이며, 콘도에서 머무는 걸 좋아하고 오전 9-10시쯤 기상하는 편이에요.",,
851,보통,매우 수용적,적다,꽤 정확,따르는 편,4,보통,꽤 여유있게,해외,바다,즉흥 여행,적당히 봄,코골이 함,기다림,"미국,국내,세계일주","더움,추움,쌀쌀함","문화&역사체험,자연감상,액티비티","상관없음,에어비엔비,민박",오전 8-9시,300-400만원,저는 이번 여행에서 문화와 역사를 체험하며 자연을 감상하는 활동을 기대하고 있습니다. 같이 여행할 사람은 리더십보다는 잘 따르며 의견을 수용하는 성향이었으면 좋겠어요. 최악의 경험은 예전에 덥거나 추운 날씨에서 고생했던 것이기에 이번 여행에서는 쾌적한 기후를 꼭 확인하고 싶습니다. 여행이 제 삶에 새로운 관점을 제공하고 눈을 확장시키는 의미를 가졌으면 해요. 아침에 일찍 일어나는 저는 민박에서 편안하게 머물며 여유 있는 일정으로 마음의 여유를 찾고 싶습니다.,"이 사용자는 미국 지역을 선호하고, 더움 기후를 피하고 싶어해요. 여행 목적은 액티비티이며, 민박에서 머무는 걸 좋아하고 오전 8-9시쯤 기상하는 편이에요.",,
852,보통,매우 수용적,보통,자주 늦음,무조건 따름,2,매우 둔감,꽤 빡빡하게,국내,산,계획 여행,무조건 다 봄,코골이 안함,다른 곳 간다,"세계일주,유럽,일본","상관없음,더움,건조함","미식,사람&관계,도전과성장","에어비엔비,민박,게스트하우스",오전 9-10시,400만원 이상,"저는 여행 중에 일정에 맞추지 못하거나 장소에 늦게 도착해서 중요한 순간을 놓치는 것이 가장 싫어요. 그래서 계획된 일정 속에 흥미로운 장소는 꼭 포함시키고 싶습니다. 함께 여행할 사람이라면 포용적이고 유연한 성격을 가진 이가 좋겠고, 이번 여행에서는 새로운 문화와 음식을 경험하는 데 많은 기대를 품고 있습니다. 특히, 이번 여행을 통해 도전과 성장을 이루고, 사람들과의 관계를 맺음으로써 제 삶에 새로운 의미를 더하고 싶습니다. 이를 통해 각 지역의 다양한 매력을 탐구하고 개인적인 성장을 이루는 것이 목표입니다.","이 사용자는 세계일주 지역을 선호하고, 건조함 기후를 피하고 싶어해요. 여행 목적은 도전과성장이며, 에어비엔비에서 머무는 걸 좋아하고 오전 9-10시쯤 기상하는 편이에요.",,
853,꽤 민감,보통,매우 많다,종종 늦음,무조건 따름,3,매우 둔감,꽤 여유있게,국내,바다,계획 여행,적당히 봄,코골이 안함,기다림,"세계일주,유럽,그 외","상관없음,쌀쌀함,더움","휴식,도전과성장,기록","상관없음,에어비엔비,민박",오전 10시 이후,200-300만원,저는 여행 중 계획한 일정에 따라 가지 못할 때가 최악의 경험이라고 생각합니다. 그래서 이번 여행에서는 여유로운 일정 속에도 기록을 남길 수 있는 카메라가 꼭 필요합니다. 함께 여행을 가고 싶은 사람은 저처럼 계획적인 성향을 가진 수용적이고 대화가 잘 통하는 사람이면 좋겠어요. 이번 여행에서 가장 기대되는 부분은 새로운 도전과 성장을 경험하는 것입니다. 이런 여행을 통해 제 삶에 더 많은 휴식과 의미 있는 변화를 가져오고 싶습니다.,"이 사용자는 유럽 지역을 선호하고, 상관없음 기후를 피하고 싶어해요. 여행 목적은 기록이며, 민박에서 머무는 걸 좋아하고 오전 10시 이후쯤 기상하는 편이에요.",,
854,매우 민감,보통,적다,종종 늦음,보통,5,매우 둔감,매우 빡빡하게,해외,바다,즉흥 여행,무조건 다 봄,코골이 안함,기다림,"동남아,일본,유럽","추움,건조함,습함","공연&경기관람,사람&관계,액티비티","펜션,4-5성급호텔,에어비엔비",오전 9-10시,100만원 이하,"저는 해외, 특히 일본으로의 즉흥적인 여행을 좋아하며, 시간을 잘 지키지 못해 일정이 빡빡한 여행에서는 시간이 부족해 중요한 순간을 놓치는 경우가 최악의 경험이었습니다. 따라서 이번 여행에서는 반드시 여러 액티비티와 공연, 경기를 놓치지 않고 보기 위해 철저한 일정 관리가 필요합니다. 함께 여행할 사람은 예민함을 이해해 줄 수 있는 성향이며, 추운 기후를 피할 수 있게 잘 상의할 수 있는 사람일 것입니다. 이번 여행에서 가장 기대하는 것은 다양한 활동과 사람들을 만나는 것이며, 이 모든 경험이 저의 삶에 새로운 관계를 형성하고 긍정적인 변화를 가져오길 바랍니다.","이 사용자는 일본 지역을 선호하고, 추움 기후를 피하고 싶어해요. 여행 목적은 액티비티이며, 펜션에서 머무는 걸 좋아하고 오전 9-10시쯤 기상하는 편이에요.",,
855,둔감,매우 수용적,매우 적다,보통,보통,4,매우 둔감,꽤 빡빡하게,국내,산,즉흥 여행,무조건 다 봄,코골이 함,다른 곳 간다,"중국&몽골,일본,국내","건조함,습함,추움","문화&역사체험,휴식,자연감상","민박,4-5성급호텔,에어비엔비",오전 8-9시,400만원 이상,"저는 국내 여행을 즐기며, 문화와 역사 체험을 주로 기대합니다. 따라서 여행 중에는 이러한 체험이 부족하거나 일정이 너무 빡빡해서 자연을 감상할 시간이 없었던 상황을 최악의 경험으로 꼽을 수 있습니다. 이번 여행에서는 알찬 일정 속에서도 여유 있는 자연 감상을 위해 멋진 산 경치가 있는 곳을 찾고 싶습니다. 함께 가고 싶은 사람은 의견을 잘 수용하며 조용한 성격을 가지고 있는 사람이면 좋겠고, 아침에 일찍 일어나 함께 일정을 소화할 수 있는 체력도 있으면 좋겠습니다. 이번 여행은 단순한 휴식 이상의 의미를 가지며 제 삶에 새로운 문화적 영감을 주고, 궁극적으로 마음의 안식처가 되었으면 합니다.","이 사용자는 국내 지역을 선호하고, 건조함 기후를 피하고 싶어해요. 여행 목적은 문화&역사체험이며, 에어비엔비에서 머무는 걸 좋아하고 오전 8-9시쯤 기상하는 편이에요.",,
856,매우 둔감,보통,매우 많다,종종 늦음,보통,4,매우 둔감,꽤 빡빡하게,국내,바다,계획 여행,적당히 봄,코골이 안함,기다림,"동남아,미국,일본","습함,건조함,추움","휴식,기록,도전과성장","게스트하우스,에어비엔비,상관없음",오전 8-9시,400만원 이상,"저는 여행 중 최악의 경험으로 습하고 추운 날씨를 마주하는 것을 꼽습니다. 그래서 이번 여행에서는 가능한 한 쾌적한 날씨를 희망하며, 충분한 예산을 가지고 있기에 다양한 기록 도구를 꼭 챙기고 싶습니다. 여행을 함께할 사람으로는 말이 많고 적당히 의견을 수용하는 사람, 기다림을 감수할 수 있는 인내심 있는 사람과 잘 맞을 것 같습니다. 이번 여행에서 가장 기대되는 것은 새로운 경험을 통한 도전과 성장이며, 이는 저에게 큰 의미로 다가알 것입니다. 여행을 통해 일상의 틀을 깨고 새로운 도전으로 인생의 활력을 얻고 싶습니다.","이 사용자는 미국 지역을 선호하고, 추움 기후를 피하고 싶어해요. 여행 목적은 도전과성장이며, 게스트하우스에서 머무는 걸 좋아하고 오전 8-9시쯤 기상하는 편이에요.",,
857,매우 둔감,보통,많다,꽤 정확,무조건 리드,1,보통,꽤 빡빡하게,국내,바다,계획 여행,무조건 다 봄,코골이 함,기다림,"미국,국내,그 외","쌀쌀함,건조함,습함","휴식,기록,액티비티","상관없음,4-5성급호텔,에어비엔비",오전 8-9시,100만원 이하,"여행 중 제가 가장 싫어하는 경험은 쌀쌀하고 건조한 기후에 노출되는 것입니다. 이번 여행에서 제가 꼭 필요로 하는 것은 침착하고 함께 웨이팅을 기꺼이 감수할 수 있는 사람입니다. 여행 중에는 많은 랜드마크를 꼼꼼히 기록하고 싶은데, 이를 잘 정리해 줄 수 있는 것이 가장 기대하는 요소입니다. 이번 여행이 저에게 주는 의미는 휴식과 기록을 통한 새로운 에너지 획득입니다. 마지막으로, 저는 국내에서 계획적이고 활동적으로 여행하며 삶에 색다른 경험을 더하고 싶습니다.","이 사용자는 미국 지역을 선호하고, 건조함 기후를 피하고 싶어해요. 여행 목적은 기록이며, 에어비엔비에서 머무는 걸 좋아하고 오전 8-9시쯤 기상하는 편이에요.",,
858,매우 둔감,수용적,매우 많다,보통,무조건 따름,1,꽤 민감,꽤 여유있게,해외,바다,계획 여행,적당히 봄,코골이 함,다른 곳 간다,"국내,동남아,미국","쌀쌀함,습함,건조함","사람&관계,휴식,쇼핑","4-5성급호텔,펜션,민박",오전 8-9시,400만원 이상,"여행 중 최악의 경험은 예상치 못한 기후 변화로 인해 체력 소모가 컸던 경험이었어요. 그래서 이번 여행에서는 쌀쌀하거나 습한 기후를 피하고, 체력을 보완할 수 있는 환경이 중요해요. 저는 같이 여행을 가는 사람의 특징으로는 이야기를 잘 나눌 수 있고 배려심 있는 사람을 선호합니다. 이번 여행에서 가장 기대하는 것은 새로운 사람들과의 관계 형성과 쇼핑을 통한 즐거운 경험입니다. 이런 여행이 제 삶에 휴식과 새로운 인연을 제공하며, 여행 후 더 풍부한 인간관계를 갖는 의미를 가지길 바랍니다.","이 사용자는 국내 지역을 선호하고, 쌀쌀함 기후를 피하고 싶어해요. 여행 목적은 사람&관계이며, 펜션에서 머무는 걸 좋아하고 오전 8-9시쯤 기상하는 편이에요.",,
859,보통,매우 수용적,매우 적다,꽤 정확,무조건 리드,5,둔감,보통,국내,바다,계획 여행,적당히 봄,코골이 함,기다림,"일본,유럽,중국&몽골","더움,습함,추움","미식,휴식,도전과성장","상관없음,3성이하 호텔,게스트하우스",오전 10시 이후,400만원 이상,"저는 일본을 여행하면서 이전에 더운 기후 속에서 불쾌감을 느낀 경험이 있어 편안하고 쾌적한 환경을 선호합니다. 이번 여행에서 가장 필요한 것은 내 체력을 고려하여 계획된 일정이며, 기상 시간에 맞춰 느긋한 휴식을 누릴 수 있는 시간입니다. 함께 여행하고 싶은 사람은 제 리더십을 존중하며 침묵도 편하게 받아들이는 수용적인 사람입니다. 이번 여행에서 가장 기대하는 것은 새로운 음식을 경험하고 그 과정을 통해 개인적인 성장과 도전을 이루는 것입니다. 이를 통해 삶에서 미식과 성장을 추구하며 새로운 에너지를 얻고 싶습니다.","이 사용자는 일본 지역을 선호하고, 습함 기후를 피하고 싶어해요. 여행 목적은 휴식이며, 상관없음에서 머무는 걸 좋아하고 오전 10시 이후쯤 기상하는 편이에요.",,
860,매우 둔감,매우 수용적,매우 적다,꽤 정확,보통,5,보통,매우 빡빡하게,국내,산,계획 여행,무조건 다 봄,코골이 안함,다른 곳 간다,"동남아,미국,그 외","상관없음,건조함,습함","도전과성장,액티비티,사람&관계","민박,4-5성급호텔,에어비엔비",오전 10시 이후,400만원 이상,"여행 중 최악의 경험은 기다림이 오래 걸리는 상황이었어요, 그래서 웨이팅이 긴 곳은 피하는 편입니다. 이번 여행에서는 바쁜 일정 속에서도 모든 랜드마크를 꼭 보고 싶어요. 함께 여행하고 싶은 사람은 제가 수용적이고 말이 적은 스타일이니 만큼 이해심 많고 소통이 잘 되는 사람입니다. 이번 여행에서 가장 기대되는 것은 산을 중심으로 한 액티비티를 통해 도전과 성장을 경험하는 것입니다. 이렇게 얻은 경험이 제 삶에 새로운 활력을 불어넣기를 바랍니다.","이 사용자는 동남아 지역을 선호하고, 건조함 기후를 피하고 싶어해요. 여행 목적은 액티비티이며, 민박에서 머무는 걸 좋아하고 오전 10시 이후쯤 기상하는 편이에요.",,
